,Combined_ID,Year,How.satisfied.are.you.with.your.life.in.general,How.satisfied.are.you.with.Somerville.as.a.place.to.live,How.satisfied.are.you.with.your.neighborhood,How.proud.are.you.to.be.a.Somerville.resident,How.would.you.rate.the.following..The.availability.of.information.about.city.services,How.would.you.rate.the.following..The.cost.of.housing,How.would.you.rate.the.following..The.overall.quality.of.public.schools,How.would.you.rate.the.following..Your.trust.in.the.local.police,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood,What.is.your.gender,Age,What.is.your.race.or.ethnicity,Do.you.have.children.age.18.or.younger.who.live.with.you,Describe.your.housing.status.in.Somerville,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years,How.long.have.you.lived.here,What.is.your.annual.household.income,Are.you.a.student,How.anxious.did.you.feel.yesterday,How.satisfied.are.you.with.the.quality.and.number.of.transportation.options.available.to.you,Language,What.languages.do.you.speak.at.home,Class
6566,6567.0,2017,8.0,6.0,7.0,7.0,4.171717171717172,2.0,3.503584229390681,3.0,2.0,4.0,9.0,8.0,8.0,4,5,17,0,2,0,49,8,0,2,7.0,1,4,0
6567,6568.0,2017,9.0,7.0,9.0,9.0,2.0,1.0,3.503584229390681,2.0,2.0,4.432900432900433,10.0,9.0,9.0,4,15,19,0,2,0,16,8,0,9,4.0,1,4,0
6568,6569.0,2017,7.0,8.0,8.0,9.0,4.0,2.0,4.0,3.0,3.0,5.0,7.0,6.0,7.0,1,15,30,0,2,0,32,8,0,5,7.0,1,4,0
6569,6570.0,2017,6.0,8.0,9.0,8.0,4.0,1.0,3.0,5.0,3.0,5.0,6.0,8.0,8.0,1,5,30,0,2,1,32,7,0,5,3.0,1,4,0
6570,6571.0,2017,7.0,6.0,6.0,8.0,3.0,2.0,3.0,4.0,3.0,4.0,9.0,3.0,3.0,1,5,30,0,1,0,32,8,0,7,6.0,1,4,0
6571,6572.0,2017,8.0,9.0,9.0,10.0,3.0,1.0,2.0,4.0,3.0,4.0,7.0,5.0,7.0,4,30,30,1,2,0,16,8,0,9,4.0,1,4,0
6572,6573.0,2017,5.0,7.0,9.0,9.0,5.0,1.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,1,40,30,0,1,0,16,8,1,5,6.0,1,4,0
6573,6574.0,2017,8.0,10.0,10.0,10.0,3.0,2.0,3.0,5.0,5.0,5.0,6.0,8.0,7.0,1,0,30,0,2,0,8,7,0,7,10.0,1,4,0
6574,6575.0,2017,8.0,7.0,5.0,8.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4,24,30,1,1,0,32,1,0,6,4.0,1,4,0
6575,6576.0,2017,6.0,8.0,9.0,6.0,5.0,4.0,3.0,3.0,5.0,4.0,8.0,9.0,10.0,4,5,30,0,2,1,8,5,0,8,10.0,1,4,0
6576,6577.0,2017,7.0,7.0,4.0,6.0,3.0,1.0,3.503584229390681,3.889212827988338,3.0,5.0,6.0,2.0,6.0,4,5,30,0,2,0,8,1,0,6,5.0,1,4,0
6577,6578.0,2017,9.0,9.0,9.0,8.0,4.171717171717172,2.0,3.0,3.0,3.0,5.0,9.0,9.0,9.0,1,5,30,0,2,0,0,8,1,6,9.0,1,4,0
6578,6579.0,2017,7.0,8.0,5.0,6.0,4.0,3.0,4.0,2.0,3.417503586800574,4.432900432900433,5.0,2.0,8.0,4,5,30,0,2,0,32,8,1,7,3.0,1,4,0
6579,6580.0,2017,9.0,9.0,9.0,8.0,4.0,2.0,3.0,3.0,2.0,5.0,9.0,9.0,10.0,4,5,30,1,1,0,32,2,0,4,9.0,1,4,0
6580,6581.0,2017,7.0,2.0,3.0,8.0,3.0,1.0,2.0,2.0,2.0,4.0,10.0,6.0,7.0,1,15,30,1,2,0,16,5,0,9,10.0,1,4,0
6581,6582.0,2017,8.0,8.0,8.0,8.0,4.0,4.0,2.0,2.0,2.0,4.0,9.0,8.0,8.0,1,40,2,0,1,0,11,2,0,8,9.0,1,4,0
6582,6583.0,2017,4.0,4.0,4.0,6.0,4.0,1.0,3.0,3.0,1.0,3.0,6.0,3.0,4.0,4,40,30,0,1,0,16,7,0,5,1.0,1,4,0
6583,6584.0,2017,10.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,1,15,12,1,2,0,7,0,0,1,10.0,11,4,0
6584,6585.0,2017,8.0,9.0,8.0,10.0,4.0,2.0,3.503584229390681,5.0,1.0,4.0,10.0,4.0,9.0,4,0,30,0,2,0,8,2,0,4,6.0,1,4,0
6585,6586.0,2017,7.0,8.0,8.0,9.0,4.0,3.0,3.0,3.0,1.0,5.0,9.0,7.0,8.0,1,5,30,0,2,0,8,5,0,4,8.0,1,4,0
6587,6588.0,2017,8.0,10.0,9.0,10.0,5.0,1.0,4.0,5.0,4.0,5.0,7.0,8.0,8.0,1,24,6,0,2,0,16,0,0,5,10.0,1,4,0
6588,6589.0,2017,7.0,7.0,9.0,8.0,5.0,1.0,3.0,4.0,3.0,4.0,9.0,7.0,7.0,4,5,30,0,2,0,8,7,0,8,9.0,1,4,0
6589,6590.0,2017,8.0,10.0,10.0,10.0,4.0,3.0,4.0,4.0,3.0,4.0,10.0,6.0,6.0,4,5,2,0,2,1,8,5,1,8,10.0,1,4,0
6590,6591.0,2017,8.0,9.0,8.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,9.0,7.0,8.0,4,15,12,0,1,0,8,2,0,9,6.0,1,29,0
6591,6592.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,10.0,10.0,1,24,2,0,1,0,49,5,0,9,10.0,1,4,0
6593,6594.0,2017,9.0,8.0,3.0,5.0,4.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,6.0,4,5,30,0,2,1,32,2,0,8,3.0,1,4,0
6594,6595.0,2017,4.0,6.0,6.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,4,30,30,0,2,1,8,2,0,4,7.0,1,4,0
6595,6596.0,2017,8.0,8.0,7.0,10.0,4.0,2.0,2.0,4.0,3.0,5.0,9.0,8.0,9.0,4,24,30,1,1,0,7,1,0,4,5.0,1,4,0
6596,6597.0,2017,6.0,9.0,8.0,8.0,4.0,2.0,3.503584229390681,4.0,4.0,5.0,10.0,8.0,9.0,1,15,30,0,1,0,7,1,0,4,9.0,1,4,0
6597,6598.0,2017,8.0,8.0,9.0,10.0,3.0,1.0,3.0,4.0,2.0,4.0,7.0,6.0,8.0,1,24,30,1,1,0,16,2,0,9,5.0,11,4,0
6598,6599.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,3.0,5.0,10.0,4.0,7.0,1,50,12,0,2,0,49,9,0,9,10.0,11,4,0
6599,6600.0,2017,5.0,10.0,10.0,10.0,5.0,2.0,3.0,4.0,5.0,5.0,9.0,9.0,9.0,1,5,30,0,2,1,49,2,0,4,10.0,1,4,0
6600,6601.0,2017,8.0,8.0,7.0,8.0,4.0,1.0,3.503584229390681,4.0,2.0,4.0,7.0,6.0,8.0,1,5,30,1,2,1,32,7,0,1,8.0,1,39,0
6601,6602.0,2017,9.0,8.0,7.0,9.0,5.0,1.0,4.0,5.0,4.0,5.0,8.0,6.0,7.0,1,15,30,1,1,0,7,1,0,7,9.0,1,4,0
6602,6603.0,2017,9.0,9.0,9.0,10.0,5.0,3.0,3.503584229390681,4.0,4.0,5.0,10.0,9.0,9.0,4,5,30,0,2,0,32,8,0,6,10.0,1,4,0
6605,6606.0,2017,7.0,8.0,8.0,9.0,5.0,1.0,3.503584229390681,4.0,4.0,5.0,9.0,7.0,8.0,1,15,30,0,2,0,8,1,0,6,8.0,1,4,0
6606,6607.0,2017,9.0,9.0,9.0,9.0,4.0,3.0,4.0,4.0,3.0,5.0,10.0,9.0,9.0,4,15,2,1,1,0,7,1,0,8,9.0,1,4,0
6607,6608.0,2017,7.0,9.0,8.0,8.0,5.0,1.0,5.0,5.0,3.0,4.0,10.0,8.0,8.0,1,5,30,0,2,0,32,1,0,7,6.0,1,4,0
6608,6609.0,2017,6.0,9.0,9.0,9.0,5.0,2.0,3.503584229390681,5.0,3.0,5.0,10.0,9.0,9.0,1,5,5,0,2,1,8,2,0,7,8.0,1,4,0
6612,6613.0,2017,9.0,8.0,7.0,10.0,5.0,1.0,3.0,5.0,3.0,5.0,9.0,7.0,10.0,1,15,30,0,2,0,7,1,0,1,10.0,1,4,0
6613,6614.0,2017,7.0,9.0,9.0,9.0,4.0,2.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,4,15,30,0,2,0,16,8,0,9,9.0,1,4,0
6614,6615.0,2017,8.0,10.0,8.0,10.0,4.0,3.0,4.0,4.0,4.0,5.0,9.0,10.0,10.0,1,5,30,0,2,0,32,1,0,3,10.0,1,4,0
6615,6616.0,2017,8.0,8.0,8.0,9.0,4.0,2.0,3.503584229390681,5.0,4.0,5.0,5.0,5.0,6.0,4,15,30,0,1,0,49,2,0,5,8.0,1,4,0
6616,6617.0,2017,10.0,8.0,10.0,7.0,5.0,3.0,3.503584229390681,4.0,3.0,4.0,9.0,8.0,9.0,1,5,30,0,2,1,0,2,0,7,10.0,1,19,0
6617,6618.0,2017,6.0,8.0,9.0,8.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,7.0,6.0,1,50,30,0,4,0,16,0,0,6,8.0,1,4,0
6619,6620.0,2017,8.0,10.0,9.0,10.0,3.0,3.0,3.0,3.0,2.0,4.0,9.0,4.0,9.0,4,24,2,0,1,0,7,2,0,4,8.0,1,4,0
6620,6621.0,2017,8.0,9.0,9.0,10.0,5.0,3.0,4.0,4.0,3.0,5.0,9.0,7.0,7.0,1,15,30,1,1,0,7,2,0,9,6.0,1,4,0
6621,6622.0,2017,10.0,10.0,8.0,10.0,5.0,3.0,3.503584229390681,3.0,4.0,5.0,9.0,8.0,9.0,4,5,30,0,2,1,8,2,0,1,7.0,1,4,0
6623,6624.0,2017,8.0,7.0,8.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,8.0,2.0,6.0,4,15,30,0,1,0,7,2,0,6,7.0,1,9,0
6625,6626.0,2017,10.0,9.0,5.0,10.0,4.0,1.0,3.0,4.0,2.0,3.0,6.0,4.0,6.0,1,5,30,0,1,0,32,1,0,5,1.0,1,4,0
6626,6627.0,2017,8.0,6.0,6.0,6.0,5.0,2.0,2.0,3.0,1.0,4.0,7.0,4.0,9.0,1,5,2,0,1,1,49,2,0,9,7.0,1,4,0
6627,6628.0,2017,6.0,5.0,4.0,6.0,4.0,2.0,3.503584229390681,4.0,3.0,3.0,6.0,3.0,7.0,4,50,30,0,2,0,7,5,0,7,7.0,1,4,0
6628,6629.0,2017,9.0,10.0,10.0,10.0,5.0,2.0,3.503584229390681,5.0,5.0,5.0,10.0,10.0,10.0,4,5,30,0,2,1,8,8,0,3,10.0,1,4,0
6629,6630.0,2017,9.0,6.0,3.0,5.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,6.0,1,24,30,1,2,0,16,1,0,9,6.0,1,4,0
6630,6631.0,2017,7.0,9.0,8.0,9.0,4.0,2.0,4.0,4.0,3.0,4.0,9.0,7.0,7.0,1,24,2,0,1,0,7,2,0,9,9.0,1,22,0
6632,6633.0,2017,7.0,8.0,7.0,9.0,5.0,2.0,3.503584229390681,4.0,5.0,5.0,10.0,5.0,8.0,1,5,30,0,2,0,32,7,0,1,6.0,1,4,0
6633,6634.0,2017,8.0,8.0,9.0,6.0,4.0,1.0,3.503584229390681,4.0,1.0,5.0,8.0,4.0,6.0,1,5,30,0,2,0,8,1,0,7,10.0,1,4,0
6634,6635.0,2017,6.0,8.0,8.0,8.0,4.0,2.0,3.503584229390681,4.0,3.0,5.0,9.0,9.0,9.0,1,5,30,0,2,1,8,5,1,5,7.0,1,4,0
6635,6636.0,2017,8.0,9.0,7.0,9.0,4.0,2.0,3.503584229390681,4.0,2.0,5.0,10.0,9.0,8.0,1,5,30,0,2,1,32,5,0,8,9.0,11,4,0
6636,6637.0,2017,8.0,8.0,9.0,9.0,4.0,2.0,4.0,4.0,1.0,4.0,8.0,9.0,8.0,1,50,34,0,1,0,16,7,0,9,8.0,1,4,0
6637,6638.0,2017,8.086206896551724,10.0,10.0,10.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1,50,30,0,2,0,16,9,0,1,1.0,1,4,0
6638,6639.0,2017,9.0,8.0,9.0,8.0,3.0,2.0,2.0,3.0,2.0,4.0,9.0,7.0,7.0,1,15,30,1,1,0,32,2,0,9,8.0,1,4,0
6640,6641.0,2017,7.0,9.0,8.0,7.0,4.0,3.0,3.503584229390681,4.0,3.0,4.0,8.0,6.0,7.0,1,5,5,0,2,1,8,2,0,7,9.0,1,4,0
6641,6642.0,2017,9.0,9.0,9.0,9.0,4.0,2.0,3.0,5.0,4.0,5.0,8.161383285302593,9.0,9.0,1,24,30,0,2,0,16,9,0,9,9.0,1,24,0
6642,6643.0,2017,9.0,8.0,7.0,8.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,8.0,9.0,1,5,30,0,1,0,0,2,0,7,8.0,1,4,0
6643,6644.0,2017,6.0,9.0,9.0,10.0,4.0,2.0,3.0,2.0,3.0,5.0,7.0,9.0,7.0,1,15,30,0,1,0,7,1,0,3,8.0,1,4,0
6644,6645.0,2017,8.0,10.0,10.0,10.0,5.0,1.0,4.0,1.0,4.0,5.0,10.0,10.0,10.0,1,5,30,0,1,0,7,1,0,6,8.0,1,4,0
6645,6646.0,2017,10.0,10.0,10.0,10.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,1,30,12,0,1,0,11,5,0,1,10.0,1,44,0
6646,6647.0,2017,8.0,9.0,9.0,10.0,5.0,3.0,3.503584229390681,4.0,4.0,5.0,9.0,7.0,8.0,7,24,30,0,1,0,32,2,0,4,10.0,1,4,0
6647,6648.0,2017,10.0,10.0,10.0,10.0,5.0,2.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,4,40,30,0,1,0,16,8,0,1,10.0,1,4,0
6648,6649.0,2017,10.0,9.0,9.0,8.0,4.0,1.0,3.0,3.0,3.0,5.0,10.0,6.0,6.0,4,5,30,0,2,1,32,8,1,2,10.0,1,4,0
6649,6650.0,2017,9.0,8.0,8.0,9.0,5.0,1.0,3.503584229390681,5.0,4.0,5.0,10.0,9.0,10.0,4,24,30,0,2,0,11,1,0,9,6.0,1,4,0
6651,6652.0,2017,10.0,10.0,10.0,10.0,5.0,2.0,3.0,4.0,4.0,5.0,9.0,9.0,9.0,1,5,30,0,2,1,8,2,0,7,9.0,1,4,0
6652,6653.0,2017,9.0,9.0,10.0,9.0,4.0,1.0,3.0,4.0,2.0,5.0,7.0,7.0,8.0,1,24,30,0,1,0,49,2,0,8,8.0,1,4,0
6654,6655.0,2017,8.0,9.0,9.0,8.0,4.0,4.0,3.503584229390681,3.889212827988338,3.0,4.0,9.0,8.0,7.0,4,50,0,0,1,0,7,2,0,6,8.0,1,5,0
6655,6656.0,2017,7.0,7.0,7.0,8.0,4.0,1.0,3.503584229390681,3.0,3.0,4.0,7.0,6.0,6.0,4,5,30,0,2,1,32,1,0,4,4.0,1,4,0
6656,6657.0,2017,8.0,8.0,9.0,10.0,5.0,1.0,4.0,3.0,5.0,5.0,10.0,10.0,10.0,1,5,30,0,2,0,49,1,0,5,9.0,1,4,0
6658,6659.0,2017,8.0,9.0,9.0,10.0,4.0,2.0,4.0,4.0,3.0,5.0,10.0,8.0,9.0,1,5,30,0,2,0,49,5,1,8,7.0,1,4,0
6659,6660.0,2017,9.0,9.0,9.0,9.0,5.0,3.0,3.0,4.0,4.0,4.0,9.0,8.0,8.0,1,15,30,1,1,0,11,2,0,9,9.0,1,4,0
6660,6661.0,2017,9.0,10.0,8.0,10.0,4.0,1.0,3.0,4.0,5.0,5.0,9.0,7.0,8.0,1,15,30,1,1,0,32,2,0,8,8.0,1,4,0
6661,6662.0,2017,8.0,6.0,6.0,6.0,4.0,3.0,4.0,5.0,4.0,4.0,9.0,8.0,9.0,4,40,30,0,1,1,16,5,0,9,9.0,1,4,0
6662,6663.0,2017,9.0,9.0,9.0,9.0,5.0,2.0,5.0,5.0,4.0,4.0,9.0,9.0,9.0,4,15,30,1,2,0,7,1,0,2,9.0,1,4,0
6663,6664.0,2017,8.0,9.0,10.0,10.0,4.0,1.0,4.0,4.0,4.0,4.0,10.0,9.0,10.0,1,24,30,1,2,0,49,1,0,1,8.0,1,4,0
6664,6665.0,2017,10.0,8.0,7.0,10.0,5.0,1.0,4.0,4.0,2.0,4.0,8.0,7.0,8.0,4,5,30,0,2,0,32,1,0,1,7.0,1,4,0
6667,6668.0,2017,9.0,8.0,8.0,7.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,6.0,7.0,1,5,30,0,2,1,8,2,0,7,7.0,1,4,0
6668,6669.0,2017,8.0,9.0,10.0,8.0,5.0,2.0,3.503584229390681,3.0,2.0,5.0,9.0,9.0,9.0,1,40,30,0,1,0,16,2,0,8,9.0,1,4,0
6669,6670.0,2017,8.0,9.0,8.0,8.0,3.0,2.0,2.0,4.0,3.0,3.0,9.0,8.0,8.0,1,15,2,1,2,1,32,7,0,6,10.0,1,8,0
6670,6671.0,2017,9.0,9.0,9.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,4,5,30,1,1,0,16,2,0,1,10.0,1,4,0
6671,6672.0,2017,7.0,9.0,8.0,8.0,4.0,3.0,3.0,3.0,3.0,5.0,9.0,9.0,9.0,1,30,33,0,2,1,7,9,0,3,10.0,1,4,0
6672,6673.0,2017,8.0,8.0,8.0,9.0,4.0,2.0,3.0,2.0,2.0,5.0,10.0,9.0,9.0,4,5,30,0,2,0,49,5,0,3,8.0,1,4,0
6673,6674.0,2017,8.0,9.0,9.0,9.0,4.0,1.0,3.503584229390681,4.0,4.0,4.0,8.0,7.0,7.0,1,50,30,0,1,0,16,0,0,1,9.0,1,4,0
6674,6675.0,2017,7.0,6.0,8.0,6.0,3.0,1.0,3.0,4.0,4.0,4.0,9.0,8.0,8.0,4,5,30,0,2,1,8,2,0,7,2.0,1,4,0
6676,6677.0,2017,9.0,3.0,2.0,2.0,4.0,1.0,3.503584229390681,5.0,1.0,4.432900432900433,2.0,2.0,4.0,1,40,30,0,1,0,11,1,0,6,2.0,1,4,0
6677,6678.0,2017,10.0,9.0,9.0,9.0,5.0,2.0,5.0,4.0,4.0,5.0,9.0,9.0,9.0,4,15,30,1,1,0,7,2,0,8,10.0,1,4,0
6678,6679.0,2017,8.0,8.0,7.0,7.0,5.0,2.0,3.0,3.0,4.0,5.0,7.0,7.0,8.0,4,30,30,0,1,0,11,8,0,1,9.0,1,4,0
6680,6681.0,2017,8.0,9.0,10.0,9.0,5.0,1.0,4.0,3.0,3.0,4.0,9.0,9.0,10.0,1,15,30,1,1,0,7,2,0,8,8.0,1,4,0
6681,6682.0,2017,7.0,7.0,8.0,8.0,3.0,2.0,2.0,4.0,3.0,5.0,10.0,7.0,7.0,4,15,30,0,1,0,32,2,0,5,8.0,1,4,0
6682,6683.0,2017,6.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,6.0,10.0,10.0,1,24,6,1,2,0,11,0,0,4,10.0,1,31,0
6685,6686.0,2017,10.0,10.0,10.0,10.0,5.0,3.0,3.503584229390681,5.0,5.0,5.0,9.0,9.0,10.0,1,5,2,0,1,0,8,2,0,8,7.0,1,43,0
6686,6687.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,4.0,4.0,10.0,10.0,10.0,4,30,2,0,1,0,16,7,0,1,10.0,1,4,0
6687,6688.0,2017,8.0,5.0,10.0,8.0,5.0,1.0,4.0,5.0,3.0,3.0,9.0,9.0,10.0,1,30,30,0,1,0,16,7,0,0,9.0,1,4,0
6688,6689.0,2017,9.0,8.0,8.0,10.0,5.0,1.0,3.0,3.0,3.0,5.0,8.0,7.0,8.0,1,15,30,1,1,0,11,8,0,1,9.0,1,4,0
6689,6690.0,2017,10.0,10.0,10.0,10.0,5.0,4.0,3.503584229390681,4.0,2.0,4.0,9.0,7.0,8.0,4,5,30,0,2,0,32,5,1,1,7.0,1,29,0
6690,6691.0,2017,8.0,9.0,9.0,9.0,2.0,2.0,2.0,3.0,4.0,4.0,6.0,9.0,9.0,1,40,30,0,1,1,16,5,0,2,3.0,1,4,0
6691,6692.0,2017,6.0,9.0,9.0,10.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,4,40,30,0,1,0,16,5,0,6,9.0,1,4,0
6692,6693.0,2017,8.0,10.0,10.0,10.0,5.0,1.0,3.503584229390681,3.889212827988338,3.0,5.0,8.0,8.0,8.0,1,24,30,0,1,0,11,8,0,9,10.0,1,4,0
6694,6695.0,2017,8.0,9.0,10.0,10.0,5.0,2.0,3.0,5.0,4.0,5.0,9.0,9.0,9.0,1,15,30,1,1,1,7,2,0,4,10.0,1,4,0
6696,6697.0,2017,7.0,8.0,6.0,6.0,4.0,3.0,4.0,4.0,3.0,4.0,7.0,8.0,8.0,4,50,30,0,2,0,32,5,0,6,8.0,1,4,0
6697,6698.0,2017,7.0,9.0,9.0,9.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,7.474820143884892,6.0,1,30,30,0,1,0,16,8,0,6,8.0,1,4,0
6698,6699.0,2017,10.0,8.0,9.0,10.0,4.0,4.0,3.0,5.0,4.0,4.0,9.0,8.0,9.0,0,5,30,0,1,0,49,1,0,9,10.0,1,4,0
6700,6701.0,2017,8.0,5.0,8.0,8.0,4.0,1.0,4.0,4.0,4.0,4.0,9.0,6.0,9.0,4,15,30,1,1,0,7,7,0,8,8.0,1,4,0
6701,6702.0,2017,6.0,9.0,8.0,10.0,2.0,1.0,3.503584229390681,3.0,3.0,3.0,10.0,6.0,8.0,1,5,30,0,2,0,8,7,0,4,8.0,1,4,0
6702,6703.0,2017,8.0,8.0,7.0,8.0,5.0,3.0,4.0,4.0,3.0,4.0,8.0,7.0,7.0,1,30,30,0,1,0,7,8,0,1,9.0,1,4,0
6703,6704.0,2017,8.0,9.0,8.0,10.0,4.0,2.0,3.0,5.0,3.0,5.0,8.0,8.0,8.0,1,30,38,0,1,0,16,7,0,9,9.0,1,4,0
6704,6705.0,2017,10.0,10.0,10.0,8.0,5.0,5.0,5.0,4.0,5.0,5.0,8.0,7.0,6.0,8,0,30,0,2,0,0,8,0,6,9.0,1,4,0
6705,6706.0,2017,5.0,4.0,8.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,7.0,4,30,30,0,1,0,16,7,0,5,4.0,1,4,0
6706,6707.0,2017,10.0,10.0,10.0,10.0,5.0,3.0,5.0,5.0,2.0,4.0,10.0,5.0,10.0,4,15,30,1,1,0,32,2,0,1,6.0,1,12,0
